B01REC;B03LU;B03MA;B03MI;B03JU;B03VI;B03SA;B03DO;B07A;B12;B16T;B26;E01A;E01B;E01C;E01H;ED01;ED02;ED03;ED0504;ED06C;ED08;ED10;e01aimde;e01hde;pobrezai;pobnopoi
7;10;10;0;6;10;10;10;20;2;3900000;4;3900000;0;0;0;2;1;1;606; ;19;3;3869743,988;0;3;0
7;10;10;0;8;10;10;10;6;2;2800000;3;3500000;0;0;0;2;1;1;903; ;19;3;3472847,168;0;3;0
9;11;11;0;11;11;11;11;0;2;2500000;4;2500000;0;0;0;2;1;1;903; ;19;2;2500000;0;3;0
5;9;9;9;9;0;9;9;1;2;2500000;1;2850000;0;0;0;2;1;1;2404;14;19;18;2850000;0;3;0
7;7;8;0;0;6;6;6;10;2;2500000;4;2500000;0;0;0;2;1;1;2403;14;19;14;2500000;0;3;0
5;10;10;0;5;10;10;10;7;2;2680000;3;2680000;0;0;0;3;1;1;2405;1;19;14;2680000;0;3;0
9;0;3;0;0;3;0;3;8;6;420000;4;420000;0;0;0;3;1;1;306; ;19;1;420000;0;2;1
7;9;9;0;7;9;9;9;12;2;2000000;4;2000000;0;0;0;3;1;1;306; ;19;1;2000000;0;2;1
4;8;8;0;8;8;8;8;2;2;2700000;1;2700000;0;0;0;3;1;1;2406;14;19;3;2668701,7;0;3;0
1;8;0;5;8;8;8;8;1;2;5000000;1;5000000;0;0;0;3;1;1;2404;14;19;2;4942040,185;0;3;0
1;0;12;12;12;12;12;0;3;1;8000000;1;10500000;0;0;0;3;1;1;2303;12;19;14;10599447,51;0;3;0
9;0;6;0;6;0;0;6;22;6;840000;4;1020000;1000000;2000000;0;3;1;1;306; ;19;2;1029660,616;0;3;0
5;12;12;12;12;0;12;12;7;2;2500000;3;2500000;0;0;0;3;1;1;606; ;19;2;2523677,979;0;3;0
8;8;8;8;8;0;4;8;3;2;2200000;1;2580000;0;0;0;3;1;1;903; ;19;2;2604435,675;0;3;0
9;10;10;10;10;0;3;10;6;2;2200000;1;6200000;0;0;0;3;1;1;2402;14;19;14;6258721,389;0;3;0
3;6;6;6;6;0;6;6;2;2;2700000;2;2700000;0;0;0;3;1;1;2404;1;19;2;2725572,218;0;3;0
5;12;0;0;0;12;12;12;4;2;2800000;1;2800000;0;0;0;3;1;1;1003; ;19;2;2826519,337;0;3;0
7;9;9;9;9;0;5;9;21;2;3600000;4;3990000;0;0;0;2;1;1;606; ;19;2;4027790,055;0;3;0
9;8;8;8;8;0;0;8;16;6;2500000;4;3020000;0;0;0;2;1;1;2404;1;19;2;3048602,999;0;3;0
9;5,3;0;0;0;0;0;8;4;6;800000;4;1040000;0;0;0;3;1;1;2002;7;19;1;1049850,039;0;3;0
8;10;10;10;10;0;0;10;10;2;1600000;4;1600000;0;0;0;3;1;1;903; ;19;1;1615153,907;0;3;0
8;10;10;10;10;0;0;10;15;2;2600000;4;2600000;0;0;0;3;1;1;903; ;19;1;2624625,099;0;3;0
7;0;0;0;0;0;0;0;7;2;5000000;1;6300000;0;0;0;2;1;1;903; ;19;2;6300000;0;3;0
7;12;12;12;0;12;12;12;0;2;5000000;1;6300000;0;0;0;2;1;1;903; ;19;2;6300000;0;3;0
9;11;11;11;0;5;11;11;0;6;2000000;4;2800000;0;0;0;2;1;1;503; ;19;1;2800000;0;3;0
4;5;10;5;0;5;5;10;5;2;2600000;3;2600000;0;0;0;2;1;1;606; ;19;1;2600000;0;3;0
2;12;12;12;0;0;12;12;20;1;4500000;1;4500000;0;0;0;3;1;1;2404;1;19;2;4485970,382;0;3;0
7;10;10;10;0;0;10;10;25;2;2300000;1;2300000;0;0;0;2;1;1;606; ;19;2;2292829,306;0;3;0
7;10;10;10;0;10;10;10;30;2;3600000;4;3600000;0;0;0;3;1;1;502; ;19;1;3588776,306;0;3;0
3;5;5;5;0;0;5;5;26;1;3500000;1;3500000;2700000;0;0;2;1;1;2103;3;19;2;3489088,075;0;3;0
7;10;10;10;0;10;10;10;0;2;2680000;3;2680000;0;0;0;2;1;1;903; ;19;2;2671644,583;0;3;0
8;8;8;8;0;8;8;8;17;2;3000000;1;3000000;0;0;0;3;1;1;606; ;19;2;2990646,921;0;3;0
7;8;8;8;0;8;8;8;10;2;3000000;1;3520000;0;0;0;3;1;1;606; ;19;14;3509025,721;0;3;0
4;0;0;8;0;8;8;8;3;2;2500000;4;2500000;0;0;0;3;1;1;2404;14;19;18;2492205,768;0;3;0
2;10;10;10;0;0;10;10;1;2;5000000;3;5000000;0;0;0;3;1;1;2405;1;19;2;4984411,535;0;3;0
7;9;9;0;0;6;9;9;34;2;3000000;4;3000000;0;0;0;3;1;1;606; ;19;2;2965224,111;0;3;0
9;9;9;0;0;9;9;9;10;2;2439000;1;2439000;0;0;0;3;1;1;605; ;19;15;2410727,202;0;3;0
8;12;12;0;12;12;12;12;20;2;4000000;1;4000000;0;0;0;3;1;1;502; ;19;2;3953632,148;0;3;0
2;4;7;0;0;5;5;5;12;1;3800000;1;3800000;1800000;0;0;3;1;1;2103;5;19;2;3755950,541;0;3;0
2;8;8;0;0;8;8;12;3;1;3600000;3;3600000;0;0;0;3;1;1;2406;1;19;2;3558268,934;0;3;0
7;12;12;0;12;12;12;12;8;2;1800000;4;1800000;0;0;0;3;1;1;306; ;19;2;1779134,467;0;3;0
9;12;12;0;12;12;12;12;9;6;1400000;4;1900000;0;0;0;3;1;1;2102;14;19;1;1877975,27;0;3;0
10;8;8;8;8;8;8;8;20;1;8000000;1;8000000;0;0;0;3;1;1;2002;7;19;5;7907264,297;0;3;0
1;8;8;8;0;0;0;0;15;1;12000000;1;12000000;0;0;0;3;1;1;606; ;19;2;11962587,69;0;3;0
1;8;8;8;0;0;8;8;10;2;7000000;1;7500000;0;0;0;3;1;1;2404;9;19;5;7476617,303;0;3;0
3;8;8;8;0;0;8;8;6;2;6000000;4;6500000;0;0;0;3;1;1;2003;7;19;5;6479734,996;0;3;0
1;10;10;10;2;2;10;10;18;1;21000000;1;27000000;0;0;0;3;1;1;2404;9;19;5;26915822,29;0;3;0
1;10;0;0;0;10;10;10;20;1;14000000;1;14000000;0;0;0;2;1;1;2406;1;19;2;13795069,34;0;3;0
3;6;0;0;0;6;6;6;15;1;2800000;1;2800000;0;0;0;2;1;1;2405;1;19;2;2759013,867;0;3;0
8;8;8;8;8;8;8;0;1;2;3125000;1;3125000;0;0;0;3;1;1;2403;14;19;15;3079256,549;0;3;0
9;8;8;8;8;8;8;0;0;2;2950000;1;2950000;0;0;0;2;1;1;2403;14;19;2;2906818,182;0;3;0
4;0;0;0;0;0;0;0;3;2;2400000;1;2400000;0;0;0;2;1;1;903; ;19;3;2364869,029;0;3;0
3;0;0;0;0;0;0;0;2;2;2600000;1;3100000;0;0;0;2;1;1;903; ;19;1;3054622,496;0;3;0
2;8;0;0;8;8;8;8;21;2;10000000;1;10000000;0;0;0;3;1;1;2404;1;19;2;9853620,955;0;3;0
2;6;0;0;0;0;6;6;8;1;4000000;1;4200000;0;0;0;2;1;1;2405;1;19;3;4138520,801;0;3;0
4;6;0;0;0;6;6;6;7;1;1500000;3;1500000;500000;0;0;2;1;1;606; ;19;2;1478043,143;0;3;0
5;0;0;10;0;10;10;10;3;2;1500000;4;1500000;0;0;0;2;1;1;903; ;19;1;1478043,143;0;3;0
5;9;9;9;9;9;9;0;6;2;2500000;1;3300000;0;0;0;2;1;1;903; ;19;3;3251694,915;0;3;0
2;8;0;5;8;8;8;8;7;2;5000000;2;5000000;5000000;0;0;2;1;1;2405;1;19;2;5007830,854;0;3;0
3;0;0;0;0;0;0;0;28;2;1986450;1;1986450;0;0;0;2;1;1;2003;7;19;1;1989561,12;0;3;0
9;8;8;0;8;8;8;8;10;2;3000000;3;3000000;0;0;0;2;1;1;306; ;19;1;2965224,111;0;3;0
7;8;8;8;4;8;8;8;3;2;2500000;1;2500000;0;0;0;2;1;1;2404;14;19;15;2471020,093;0;3;0
9;8;8;0;5;8;8;8;3;2;2500000;1;2500000;0;0;0;2;1;1;903; ;19;2;2471020,093;0;3;0
9;8;8;0;8;8;8;8;0;2;2500000;1;2500000;0;0;0;2;1;1;903; ;19;15;2471020,093;0;3;0
2;4;0;0;0;4;4;4;6;2;2400000;3;2400000;0;0;0;3;1;1;2404;1;19;2;2372179,289;0;3;0
10;12;12;12;0;12;12;12;25;1;5000000;1;5000000;0;0;0;3;1;1;606; ;19;17;4942040,185;0;3;0
4;8;8;0;8;8;8;8;0;2;2680373;3;2680373;0;0;0;2;1;1;1003; ;19;1;2649302,216;0;3;0
8;8;8;0;6;8;8;8;3;2;2563000;1;2563000;0;0;0;1;1;1;606; ;19;2;2533289,799;0;2;1
8;9;9;0;9;9;9;9;8;2;2300000;1;2300000;0;0;0;1;1;1;903; ;19;16;2273338,485;0;3;0
4;10;10;0;0;10;10;10;1;2;3000000;3;3000000;0;0;0;2;1;1;2403;14;19;2;2965224,111;0;3;0
9;5;5;3;5;5;5;5;9;2;560000;4;560000;0;0;0;1;2;1;301; ;19;6;553508,501;0;3;0
5;0;10;10;10;10;10;10;5;2;3000000;3;3000000;0;0;0;2;1;1;903; ;19;3;2956086,287;0;3;0
3;0;4;0;4;4;0;4;5;2;500000;2;500000;200000;350000;0;3;1;1;2404;10;19;14;492681,048;0;3;0
7;9;9;9;0;9;9;9;19;2;2700000;3;2700000;0;0;0;2;1;1;903; ;19;2;2660477,658;0;3;0
5;0;12;0;10;12;12;12;4;2;2680373;3;2680373;0;0;0;2;1;1;503; ;19;14;2641137,956;0;3;0
4;8;8;0;0;8;8;8;1;2;2700000;3;2700000;0;0;0;2;1;1;903; ;19;14;2660477,658;0;3;0
7;0;4;0;8;8;8;8;8;2;3000000;3;3000000;0;0;0;2;1;1;903; ;19;2;2956086,287;0;3;0
5;12;12;12;12;12;12;12;17;2;2500000;3;2500000;0;0;0;2;1;1;606; ;19;3;2463405,239;0;2;1
9;0;0;7;7;7;7;7;1;6;800000;4;1000000;0;0;0;2;1;1;306; ;19;1;985362,096;0;2;1
3;12;12;0;0;12;12;12;1;1;2500000;2;2500000;840000;0;0;2;1;1;2402;14;19;1;2471020,093;0;3;0
7;8;8;0;8;8;0;8;4;2;7000000;4;7000000;3500000;0;0;2;1;1;903; ;19;2;6918856,26;0;3;0
3;9;9;0;6;9;9;9;6;2;3300000;1;4600000;0;0;0;3;1;1;2404;14;19;2;4546676,971;0;3;0
1;8;8;0;8;8;8;8;0;2;3000000;4;3000000;0;0;0;3;1;1;903; ;19;2;2965224,111;0;3;0
4;8;8;0;0;8;8;8;15;2;0;3;3500000;2000000;0;0;3;1;1;903; ;19;1;3459428,13;0;3;0
3;5;5;0;0;5;5;5;13;1;2500000;1;2500000;0;0;0;3;1;1;2405;1;19;14;2471020,093;0;3;0
2;7;7;0;0;7;7;7;13;2;2700000;1;2700000;0;0;0;3;1;1;2404;14;19;18;2668701,7;0;3;0
1;10;10;0;4;10;10;10;2;2;15000000;1;16000000;0;0;0;3;1;1;2405;10;19;2;15814528,59;0;3;0
2;8;8;0;0;8;8;8;2;2;5000000;1;5000000;0;0;0;2;1;1;2405;1;19;2;4942040,185;0;3;0
9;10;10;0;10;10;10;10;2;2;2400000;4;2400000;0;0;0;1;1;1;304; ;19;15;2372179,289;0;3;0
7;10;10;0;10;10;10;10;8;2;3500000;3;3500000;0;0;0;3;1;1;903; ;19;2;3489088,075;0;2;1
9;9;9;0;0;9;9;9;3;2;1600000;4;1600000;0;0;0;2;1;1;1003; ;19;2;1595011,691;0;3;0
1;8;8;0;4;8;8;8;5;2;3500000;1;4100000;0;0;0;2;1;1;2403;14;19;2;4087217,459;0;3;0
7;8;8;0;8;8;8;8;10;2;3000000;3;3000000;0;0;0;2;1;1;902; ;19;1;2990646,921;0;3;0
1;8;8;0;5;8;8;8;10;2;3500000;1;3500000;0;0;0;2;1;1;306; ;19;1;3489088,075;0;3;0
8;9;9;0;5;9;9;9;2;2;2000000;3;2000000;0;0;0;2;1;1;903; ;19;2;1993764,614;0;3;0
5;8;8;0;8;8;8;8;0;2;800000;4;1640000;0;0;0;2;1;1;1003; ;19;1;1634886,984;0;3;0
2;8;0;0;8;8;8;8;15;2;1300000;3;1300000;0;0;0;2;1;1;2103;3;19;2;1301017,214;0;3;0
7;0;0;6;9;9;9;9;32;2;3080000;4;3080000;0;0;0;2;1;1;306; ;19;1;3082410,016;0;3;0
4;0;9;9;9;9;9;9;2;2;2200000;3;2200000;0;0;0;2;1;1;903; ;19;2;2201721,44;0;3;0
7;8;0;0;8;8;8;8;2;2;2500000;1;2500000;0;0;0;2;1;1;1003; ;19;2;2501956,182;0;2;1
8;10;0;5;10;10;10;10;10;2;6000000;2;6000000;0;0;0;3;1;1;2404;14;19;2;6004694,836;0;3;0
2;10;0;0;10;10;10;10;18;1;4200000;1;4200000;0;0;0;3;1;1;2404;1;19;2;4203286,385;0;3;0
4;8;0;0;8;8;8;8;15;2;6500000;1;6500000;0;0;0;3;1;1;903; ;19;2;6505086,072;0;3;0
9;12;0;12;0;12;0;0;4;6;600000;4;960000;0;0;0;1;1;1;306; ;19;1;960751,174;0;2;1
7;0;8;0;8;8;8;8;11;2;2500000;3;2500000;0;0;0;2;1;1;903; ;19;2;2463405,239;0;3;0
4;0;4;0;8;8;8;8;0;2;2400000;3;2400000;0;0;0;2;1;1;903; ;19;2;2364869,029;0;3;0
5;0;0;12;12;12;12;12;0;6;3000000;4;3600000;0;0;0;2;1;1;901; ;19;1;3547303,544;0;3;0
4;8;8;0;6;8;8;8;1;2;2500000;1;4500000;0;0;0;3;1;1;903; ;19;1;4465089,216;0;3;0
4;8;8;0;6;8;8;8;0;2;2500000;4;2500000;0;0;0;3;1;1;903; ;19;1;2480605,12;0;3;0
3;6;6;0;0;6;6;6;20;1;2500000;1;2500000;0;0;0;3;1;1;2403;14;19;2;2480605,12;0;3;0
4;8;8;8;8;8;8;8;3;2;2000000;4;2000000;0;0;0;2;1;1;1003; ;19;18;1984484,096;0;3;0
4;6;6;0;6;6;6;6;2;1;1000000;3;1000000;0;0;0;2;1;1;903; ;19;2;992242,048;0;3;0
8;9;9;0;6;9;9;9;2;2;2600000;4;2600000;0;0;0;2;1;1;2401;14;19;1;2579829,325;0;3;0
4;12;12;12;12;12;12;12;0;2;2600000;3;2600000;0;0;0;2;1;1;903; ;19;2;2579829,325;0;3;0
8;9;9;0;6;9;9;9;0;2;2600000;4;2600000;0;0;0;2;1;1;306; ;19;2;2579829,325;0;3;0
7;10;10;0;0;10;10;10;12;2;3800000;1;3800000;0;0;0;2;1;1;606; ;19;1;3770519,783;0;3;0
8;8;8;8;0;0;8;8;2;2;2500000;1;3160000;0;0;0;3;1;1;2404;14;19;1;3123369,397;0;3;0
2;10;0;6;6;10;6;6;1;2;1500000;4;1500000;0;0;0;2;1;1;2405;1;19;2;1482612,056;0;3;0
5;6;6;6;6;0;0;6;1;2;2000000;4;3000000;0;0;0;3;1;1;606; ;19;1;3002347,418;0;3;0
10;6;6;6;6;0;0;6;15;1;5200000;1;6000000;0;0;0;3;1;1;2303;6;19;2;6004694,836;0;3;0
5;9;9;9;9;0;0;9;7;6;500000;4;500000;0;0;0;2;1;1;901; ;19;2;500391,236;0;3;0
5;8;8;0;8;8;8;8;0;2;2450000;3;2450000;0;0;0;2;1;1;408; ;19;1;2451917,058;0;3;0
5;0;0;0;0;8;8;8;0;2;1200000;4;1400000;0;0;0;3;1;1;903; ;19;1;1401095,462;0;3;0
1;8;0;8;8;8;8;8;3;2;6000000;1;6000000;0;0;0;3;1;1;2404;14;19;2;5930448,223;0;3;0
7;8;0;0;8;8;8;8;0;2;3500000;3;3500000;0;0;0;2;1;1;2405;14;19;18;3459428,13;0;3;0
3;3;3;3;3;3;3;3;21;2;7000000;2;7250000;0;0;0;3;1;1;2404;14;19;14;7227396,726;0;3;0
7;6;6;10;10;10;10;10;3;2;2500000;4;3300000;0;0;0;3;1;1;2401;14;19;1;3289711,613;0;3;0
3;10;0;5;10;10;10;10;11;2;3500000;1;3500000;0;0;0;2;1;1;901; ;19;2;3489088,075;0;3;0
10;10;0;0;10;10;10;10;0;1;2680000;1;3280000;0;0;0;2;1;1;903; ;19;17;3269773,967;0;3;0
3;10;0;0;10;10;10;10;1;1;1700000;3;1700000;0;0;0;2;1;1;2405;14;19;2;1694699,922;0;3;0
5;8;0;4;8;8;8;8;3;6;2480000;1;3260000;0;0;0;2;1;1;606; ;19;1;3249836,321;0;3;0
8;0;0;0;8;8;0;0;2;2;2000000;4;2000000;0;0;0;2;1;1;903; ;19;1;1993764,614;0;3;0
4;9;9;0;9;9;9;9;3;2;2700000;1;3100000;0;0;0;3;1;1;903; ;19;2;3090335,152;0;3;0
8;8;8;8;0;8;8;8;12;2;3000000;4;3000000;0;0;0;3;1;1;903; ;19;2;2990646,921;0;3;0
3;4;4;0;2;0;4;4;5;2;6000000;4;6000000;0;0;0;2;1;1;2401;14;19;1;5981293,843;0;3;0
9;10;8;8;0;0;8;8;15;6;2000000;4;2400000;0;0;0;3;1;1;606; ;19;1;2392517,537;0;3;0
3;10;10;10;0;5;10;10;8;2;3500000;2;3500000;0;0;0;3;1;1;2403;14;19;2;3489088,075;0;3;0
2;8;8;8;0;0;8;8;2;2;4500000;2;4500000;0;0;0;3;1;1;2405;1;19;2;4485970,382;0;3;0
2;4;4;4;0;0;4;4;10;1;2500000;1;2500000;0;0;0;2;1;1;2103;3;19;2;2492205,768;0;3;0
5;8;8;8;0;8;8;8;10;6;1500000;4;1800000;0;0;0;2;1;1;606; ;19;1;1794388,153;0;3;0
8;8;8;8;0;8;8;8;10;2;2500000;1;2500000;0;0;0;2;1;1;1003; ;19;2;2492205,768;0;3;0
4;8;8;8;0;8;8;8;2;2;3000000;3;3000000;0;0;0;2;1;1;2404;1;19;5;2990646,921;0;3;0
9;12;12;12;0;0;12;12;3;6;1400000;4;2060000;0;0;0;2;1;1;306; ;19;1;2053577,553;0;3;0
2;6;6;6;6;0;6;6;30;1;5500000;1;7000000;0;0;0;3;1;1;2404;1;19;2;6978176,15;0;3;0
7;8;8;8;0;0;8;8;3;2;2000000;4;2000000;0;0;0;3;1;1;2401;14;19;3;1993764,614;0;2;1
2;3;0;0;0;0;3;0;1;2;2100000;4;2180000;1500000;0;0;2;1;1;2403;14;19;1;2180000;0;3;0
7;8;0;4;8;8;8;8;10;2;3500000;1;3500000;1500000;0;0;3;1;1;606; ;19;16;3500000;0;3;0
3;0;0;0;4;6;4;6;17;2;1900000;1;1900000;0;0;0;3;1;1;2404;14;19;1;1900000;0;3;0
7;9;0;9;9;9;9;9;9;2;2000000;4;2000000;0;0;0;2;1;1;903; ;19;2;2000000;0;3;0
2;9;0;0;9;9;9;9;8;2;13200000;2;13200000;0;0;0;2;1;1;2405;1;19;2;13220673,45;0;3;0
3;5;0;0;5;5;5;5;8;2;3500000;1;3500000;0;0;0;3;1;1;2404;1;19;2;3505481,597;0;3;0
2;8;0;0;8;8;8;8;3;2;5000000;1;5000000;0;0;0;2;1;1;2404;1;19;2;5007830,854;0;3;0
7;6;0;6;6;6;6;6;5;2;2000000;4;2000000;0;0;0;2;1;1;903; ;19;2;2003132,341;0;3;0
4;10;0;0;10;10;10;10;1;2;2700000;1;3460000;0;0;0;3;1;1;2404;10;19;2;3465418,951;0;3;0
3;10;0;0;10;8;10;10;14;1;5000000;1;5000000;0;0;0;3;1;1;2304;12;19;2;5007830,854;0;3;0
3;8;0;0;8;8;10;10;13;1;5000000;1;5000000;0;0;0;3;1;1;2405;9;19;2;5007830,854;0;3;0
2;8;0;0;8;8;8;8;8;2;13000000;2;13000000;0;0;0;3;1;1;2405;1;19;2;13020360,22;0;3;0
7;6;0;0;6;6;0;0;19;2;6000000;1;6000000;0;0;0;3;1;1;2401;14;19;2;6009397,024;0;3;0
8;8;0;8;8;8;8;8;18;2;2500000;1;2500000;0;0;0;2;1;1;903; ;19;1;2503915,427;0;3;0
9;8;0;5;8;8;8;8;4;2;2500000;1;2500000;0;0;0;2;1;1;903; ;19;1;2503915,427;0;3;0
9;8;8;0;5;8;8;8;3;2;2400000;1;2400000;0;0;0;2;1;1;903; ;19;2;2381380,915;0;3;0
2;8;8;0;0;8;8;8;1;1;5000000;1;5000000;0;0;0;3;1;1;2404;1;19;2;4961210,24;0;3;0
2;8;8;0;0;8;8;8;17;1;6000000;1;6000000;5000000;0;0;3;1;1;2404;9;19;2;5953452,289;0;3;0
3;8;8;0;8;8;8;8;4;1;2500000;2;2500000;0;0;0;3;1;1;2404;1;19;2;2480605,12;0;3;0
3;8;8;0;0;8;8;8;7;1;2500000;3;2500000;2000000;0;0;3;1;1;2002;7;19;14;2480605,12;0;3;0
9;8;8;0;4;8;8;8;0;2;2080000;3;2080000;0;0;0;2;1;1;903; ;19;2;2063863,46;0;3;0
9;0;12;12;12;12;12;12;0;2;2400000;1;2400000;0;0;0;3;1;1;409; ;19;1;2364869,029;0;2;1
4;7;7;0;7;7;7;7;3;2;2250000;1;2600000;0;0;0;2;1;1;2404;14;19;14;2561941,448;0;3;0
5;0;4;15;15;15;15;15;13;1;3400000;1;3646000;0;0;0;2;1;1;2302;6;19;2;3592630,2;0;3;0
5;0;0;0;0;0;0;0;8;1;3400000;1;4224000;0;0;0;2;1;1;2404;1;19;14;4162169,492;0;3;0
9;0;0;0;0;9;9;9;3;2;2300000;1;2300000;0;0;0;2;1;1;1003; ;19;2;2266332,82;0;3;0
4;0;4;0;8;8;8;8;15;2;3185000;1;6885000;0;0;0;3;1;1;2405;1;19;2;6784218,028;0;3;0
7;0;5;9;9;9;9;9;2;2;2400000;1;2400000;0;0;0;2;1;1;903; ;19;2;2364869,029;0;3;0
5;0;0;0;8;0;0;0;1;6;160000;4;220000;0;0;0;2;1;1;903; ;19;1;216779,661;0;3;0
4;0;4;0;5;5;5;4;2;2;5000000;1;5000000;0;0;0;3;1;1;1003; ;19;2;4926810,478;0;3;0
5;12;12;12;0;12;12;12;13;2;2500000;1;2500000;0;0;0;1;1;1;306; ;19;2;2463405,239;0;3;0
5;12;0;12;0;12;0;12;8;2;2500000;1;2500000;0;0;0;1;1;1;2402;14;19;2;2463405,239;0;3;0
7;0;9;9;9;9;0;0;17;2;3000000;4;3000000;0;0;0;2;1;1;903; ;19;2;2956086,287;0;3;0
7;10;10;10;10;10;0;5;8;2;2500000;1;2500000;0;0;0;2;1;1;2401;14;19;2;2463405,239;0;3;0
3;0;0;0;8;8;8;8;6;2;2200000;1;4200000;0;0;0;3;1;1;2403;14;19;1;4186905,69;0;3;0
3;0;0;9;0;0;0;0;5;2;1120000;3;1220000;0;0;0;3;1;1;2403;14;19;14;1216196,415;0;3;0
3;9;0;0;9;9;9;9;5;2;3000000;1;3000000;0;0;0;3;1;1;2401;14;19;2;2990646,921;0;3;0
8;9;0;5;9;9;9;9;5;2;4000000;1;4000000;0;0;0;3;1;1;606; ;19;2;3987529,228;0;3;0
8;9;0;5;9;9;9;9;8;2;2400000;3;2400000;0;0;0;2;1;1;409; ;19;2;2403758,81;0;3;0
5;8;0;8;8;8;8;8;6;2;2500000;1;2500000;0;0;0;3;1;1;903; ;19;2;2503915,427;0;3;0
5;9;0;5;9;9;9;9;3;2;2700000;3;2700000;0;0;0;3;1;1;2003;7;19;2;2704228,661;0;3;0
5;8;0;0;8;8;8;8;2;2;2460000;3;2460000;0;0;0;3;1;1;606; ;19;2;2463852,78;0;3;0
5;9;0;10;9;9;9;9;11;2;2650000;3;3650000;0;0;0;3;1;1;903; ;19;1;3655716,523;0;3;0
5;3;3;3;0;0;8;8;0;2;3000000;1;3000000;1500000;0;0;2;1;1;903; ;19;2;3000000;0;3;0
5;7;7;7;0;6;7;7;3;2;2000000;4;2000000;0;0;0;2;1;1;903; ;19;2;2000000;0;3;0
2;0;0;0;0;0;0;0;15;2;4100000;1;4100000;0;0;0;3;1;1;2403;14;19;2;4100000;0;3;0
4;8;8;8;0;8;8;8;20;2;2200000;1;2200000;0;0;0;3;1;1;2402;14;19;2;2200000;0;3;0
7;6;0;6;0;0;0;0;8;2;640000;4;640000;0;0;0;2;1;1;302; ;19;1;640000;0;3;0
3;9;6;6;0;6;6;6;11;2;2200000;1;6700000;0;0;0;3;1;1;903; ;19;2;6700000;0;3;0
3;3;3;3;0;4;3;3;2;2;333333;4;1413333;0;0;0;2;1;1;903; ;19;16;1413333;0;3;0
3;2;2;2;4;0;2;2;1;2;333333;4;1413333;0;0;0;2;1;1;903; ;19;16;1413333;0;3;0
3;2;2;2;4;0;2;2;0;2;333333;4;1413333;0;0;0;2;1;1;903; ;19;16;1413333;0;3;0
3;8;8;8;0;0;8;8;11;1;2100000;1;2100000;1000000;0;0;3;1;1;2404;1;19;2;2100000;0;3;0
2;0;0;0;0;0;6;9;11;2;2500000;2;2500000;0;0;0;3;1;1;2103;2;19;16;2500000;0;3;0
3;8;8;8;8;8;0;8;6;2;2800000;1;3600000;0;0;0;3;1;1;2404;1;19;5;3600000;0;3;0
5;8;8;8;8;8;0;8;10;2;2800000;3;2800000;0;0;0;2;1;1;903; ;19;1;2759013,867;0;3;0
3;0;8;8;8;8;0;6;17;2;3500000;1;3500000;0;0;0;2;1;1;606; ;19;3;3448767,334;0;3;0
4;0;12;12;12;12;0;8;3;2;4500000;1;5880000;0;0;0;2;1;1;1003; ;19;2;5793929,122;0;3;0
7;0;8;8;8;8;0;6;15;2;3000000;4;3000000;0;0;0;2;1;1;306; ;19;1;2956086,287;0;3;0
5;0;7;7;7;7;0;0;3;6;700000;4;1700000;0;0;0;2;1;1;606; ;19;3;1675115,562;0;3;0
5;0;8;8;8;8;0;8;9;2;3000000;1;3000000;0;0;0;2;1;1;2002;7;19;1;2956086,287;0;3;0
9;8;8;8;8;8;8;8;5;2;2350000;4;2350000;0;0;0;2;1;1;502; ;19;1;2315600,924;0;3;0
5;0;10;10;10;10;0;10;8;2;3500000;3;3500000;0;0;0;2;1;1;2404;1;19;2;3448767,334;0;3;0
7;8;0;4;8;8;8;8;0;2;2600000;3;2600000;0;0;0;2;1;1;2402;14;19;2;2561941,448;0;3;0
3;8;0;4;8;8;8;8;0;2;2500000;3;2500000;0;0;0;3;1;1;2405;1;19;14;2463405,239;0;3;0
9;10;0;10;10;10;10;10;0;2;2600000;4;2600000;0;0;0;3;1;1;2402;14;19;2;2561941,448;0;3;0
8;8;0;0;8;8;8;8;2;2;2500000;3;2500000;0;0;0;2;1;1;903; ;19;2;2463405,239;0;3;0
7;10;0;0;10;10;10;10;4;2;2600000;3;2600000;0;0;0;2;1;1;903; ;19;2;2561941,448;0;3;0
1;0;10;10;10;10;10;10;3;2;3000000;3;3000000;0;0;0;3;1;1;903; ;19;1;2956086,287;0;3;0
7;8;8;8;0;6;8;8;30;2;1080000;4;1600000;0;0;0;1;1;1;306; ;19;2;1600000;0;3;0
3;12;12;12;0;12;12;12;19;2;2800000;3;2800000;0;0;0;2;1;1;2002;7;19;2;2800000;0;3;0
4;8;8;8;0;0;8;8;1;2;2500000;4;2500000;0;0;0;2;1;1;2003;7;19;2;2500000;0;3;0
3;8;8;8;0;6;8;8;0;2;2500000;3;2740000;0;0;0;2;1;1;1003; ;19;1;2740000;0;3;0
5;6;6;6;0;0;6;6;1;2;2500000;4;2500000;0;0;0;2;1;1;903; ;19;1;2500000;0;3;0
5;6;6;0;0;0;6;6;20;6;2500000;4;3100000;0;0;0;3;1;1;306; ;19;1;3100000;0;3;0
8;6;6;0;0;6;6;6;4;1;3000000;1;3612000;0;0;0;2;1;1;2403;14;19;12;3612000;0;3;0
3;0;0;12;12;12;0;0;3;1;3000000;2;3396000;0;0;0;3;1;1;2003;7;19;2;3396000;0;3;0
9;9;9;0;0;6;9;9;0;2;2500000;3;2500000;0;0;0;3;1;1;903; ;19;2;2500000;0;3;0
