B01REC;B03LU;B03MA;B03MI;B03JU;B03VI;B03SA;B03DO;B07A;B12;B16T;B26;E01A;E01B;E01C;E01H;ED01;ED02;ED03;ED0504;ED06C;ED08;ED10;e01aimde;e01hde;pobrezai;pobnopoi
4;8;8;0;0;8;8;8;2;2;2600000;3;3400000;0;0;0;3;1;1;2405;14;19;18;3405324,98;0;3;0
4;8;8;0;8;8;8;8;17;2;4000000;1;4000000;0;0;0;2;1;1;2403;14;19;14;4006264,683;0;3;0
1;8;8;0;8;8;8;8;6;1;3000000;3;3000000;1000000;0;0;3;1;1;2403;14;19;2;3004698,512;0;3;0
2;6;6;0;0;6;6;6;4;1;9100000;1;9100000;0;0;0;3;1;1;2403;14;19;14;9114252,153;0;3;0
5;12;12;0;12;12;12;12;16;2;1850000;1;1850000;0;0;0;2;1;1;606; ;19;1;1844232,268;0;3;0
5;10;10;0;10;10;10;10;15;2;2200000;4;2700000;0;0;0;2;1;1;606; ;19;1;2691582,229;0;3;0
8;13;0;17;13;13;13;13;2;2;3000000;3;3390000;0;0;0;3;1;1;606; ;19;2;3390000;0;3;0
5;8;0;0;8;8;8;8;1;2;2680373;3;2680373;0;0;0;3;1;1;903; ;19;2;2680373;0;3;0
7;0;0;0;0;0;0;0;2;2;2650000;1;2650000;0;0;0;2;1;1;2401;14;19;12;2650000;0;3;0
3;8;0;5;8;8;8;8;5;2;2760000;1;2760000;0;0;0;2;1;1;2404;1;19;2;2760000;0;3;0
3;8;0;8;8;8;8;8;4;2;2600000;1;2600000;0;0;0;3;1;1;903; ;19;2;2600000;0;3;0
3;8;0;0;8;8;8;8;0;1;2680373;3;2680373;0;0;0;2;1;1;2404;1;19;2;2680373;0;3;0
5;8;0;8;8;8;8;8;2;2;1600000;4;1600000;0;0;0;3;1;1;903; ;19;14;1600000;0;3;0
5;8;16;0;8;16;0;8;11;1;4600000;1;6800000;0;0;0;2;1;1;2402;14;19;2;6800000;0;3;0
4;7;4;7;7;7;7;7;2;1;1500000;3;1500000;0;0;0;3;1;1;903; ;19;2;1500000;0;2;1
4;8;0;4;8;8;8;8;0;2;1500000;4;1500000;0;0;0;3;1;1;903; ;19;2;1500000;0;2;1
7;12;12;12;12;12;12;12;5;2;2600000;3;2600000;0;0;0;3;1;1;901; ;19;2;2600000;0;3;0
9;6;0;6;6;6;6;6;3;2;1700000;4;1700000;0;0;0;3;1;1;903; ;19;2;1700000;0;3;0
8;0;11;0;11;11;11;11;4;2;4000000;4;5000000;0;0;0;2;1;1;306; ;19;15;5047355,959;0;3;0
9;11;11;11;11;11;0;11;6;2;2320000;1;2320000;0;0;0;2;1;1;1003; ;19;2;2341973,165;0;3;0
5;8;8;0;8;8;8;8;6;2;2500000;2;2500000;0;0;0;2;1;1;903; ;19;16;2523677,979;0;3;0
7;9;9;0;5;9;9;9;9;2;3200000;4;3200000;0;0;0;3;1;1;501; ;19;2;3230307,814;0;3;0
7;8;8;0;8;8;8;8;12;2;2400000;4;2400000;0;0;0;2;1;1;306; ;19;2;2422730,86;0;2;1
9;0;0;0;12;0;0;0;12;6;320000;4;320000;0;0;0;2;1;1;306; ;19;15;323030,781;0;2;1
9;10;0;0;0;0;10;10;14;2;300000;4;1000000;0;0;0;2;1;1;305; ;19;1;1009471,192;0;2;1
9;8;8;0;8;8;8;8;6;2;2550000;1;2550000;0;0;0;2;1;1;409; ;19;3;2574151,539;0;2;1
8;8;8;8;8;8;8;8;3;2;1200000;4;1200000;0;0;0;3;1;1;306; ;19;2;1211365,43;0;3;0
9;0;8;8;8;8;8;8;4;2;2300000;1;2612000;0;0;0;2;1;1;306; ;19;14;2636738,753;0;3;0
7;8;0;6;8;8;8;8;1;2;2000000;4;2000000;0;0;0;3;1;1;903; ;19;2;1976816,074;0;3;0
7;8;0;4;8;8;8;8;10;2;2800000;4;2800000;0;0;0;3;1;1;306; ;19;2;2767542,504;0;2;1
4;10;0;5;10;10;10;10;4;2;2500000;1;2500000;0;0;0;3;1;1;606; ;19;2;2471020,093;0;3;0
7;10;0;5;10;10;10;10;20;2;2500000;1;2500000;0;0;0;3;1;1;606; ;19;2;2471020,093;0;3;0
7;9;0;9;9;9;9;9;8;2;2600000;4;2600000;0;0;0;1;1;1;306; ;19;2;2569860,896;0;2;1
3;4;0;4;4;4;4;4;10;2;3000000;2;3000000;0;0;0;3;1;1;2404;1;19;2;2965224,111;0;3;0
3;8;0;0;8;8;8;8;14;1;3100000;1;3100000;0;0;0;3;1;1;2404;1;19;2;3064064,915;0;3;0
5;10;10;10;10;10;10;10;2;2;2600000;3;2600000;0;0;0;3;1;1;903; ;19;2;2569860,896;0;3;0
5;0;0;9;9;9;9;9;10;2;1680000;4;5680000;0;0;0;3;1;1;305; ;19;1;5614157,651;0;3;0
9;6;0;0;6;6;6;6;0;2;1500000;3;1500000;0;0;0;3;1;1;903; ;19;2;1482612,056;0;3;0
5;0;12;6;0;0;0;12;0;2;1200000;4;1200000;300000;0;0;3;1;1;407; ;19;15;1186089,645;0;3;0
5;10;0;10;10;10;10;10;7;2;2600000;4;2600000;0;0;0;2;1;1;502; ;19;1;2569860,896;0;3;0
5;12;12;12;12;0;12;12;7;2;2400000;1;2400000;0;0;0;3;1;1;2403;14;19;2;2392517,537;0;3;0
2;8;0;0;8;8;8;8;4;2;2600000;3;2600000;0;0;0;3;1;1;2405;1;19;2;2591893,998;0;3;0
2;8;0;0;8;8;8;8;0;2;2600000;3;2600000;0;0;0;3;1;1;2405;14;19;2;2591893,998;0;3;0
4;6;0;0;6;6;6;6;23;1;3000000;1;3000000;0;0;0;3;1;1;606; ;19;2;2990646,921;0;3;0
4;0;0;0;0;0;0;0;1;2;2320000;1;2320000;0;0;0;3;1;1;2402;14;19;1;2330934,8;0;3;0
5;0;0;0;0;0;0;0;2;2;2320000;1;3120000;0;0;0;3;1;1;903; ;19;1;3134705,42;0;3;0
5;11;0;11;11;11;11;11;20;2;1800000;4;1800000;0;0;0;2;1;1;606; ;19;2;1808483,896;0;3;0
7;8;0;5;8;8;8;8;20;2;2470000;4;2470000;0;0;0;2;1;1;503; ;19;2;2481641,791;0;3;0
7;12;0;12;12;12;12;12;1;2;2160000;4;2160000;0;0;0;2;1;1;903; ;19;2;2170180,676;0;3;0
4;0;8;8;8;8;0;5;5;2;2200000;4;2200000;0;0;0;3;1;1;706; ;19;2;2167796,61;0;2;1
1;8;8;0;0;8;8;8;10;1;6000000;1;6000000;0;0;0;3;1;1;2405;1;19;3;5930448,223;0;3;0
9;8;0;5;8;8;8;8;4;2;2300000;3;2300000;0;0;0;2;1;1;903; ;19;16;2282156,711;0;3;0
4;9;0;9;9;9;9;9;20;2;2400000;3;2400000;0;0;0;3;1;1;2404;14;19;2;2381380,915;0;3;0
9;0;5;5;5;5;5;5;0;2;2000000;3;2600000;0;0;0;3;1;1;1003; ;19;14;2579829,325;0;3;0
9;0;5;5;5;5;5;5;0;2;2000000;3;2600000;0;0;0;3;1;1;1003; ;19;1;2579829,325;0;3;0
3;0;0;0;10;10;10;10;10;2;4000000;2;4000000;0;0;0;2;1;1;903; ;19;14;3968968,192;0;3;0
3;9;0;0;9;9;9;9;3;2;3500000;3;3500000;0;0;0;3;1;1;2405;1;19;2;3472847,168;0;3;0
3;8;0;0;8;8;8;8;2;1;3000000;1;3000000;0;0;0;3;1;1;2402;14;19;16;2990646,921;0;3;0
9;8;0;8;8;8;8;8;2;2;1800000;4;1800000;0;0;0;2;1;1;1801; ;19;15;1794388,153;0;3;0
5;9;0;5;9;9;9;9;0;2;2500000;3;2500000;0;0;0;2;1;1;903; ;19;2;2492205,768;0;3;0
7;9;0;0;9;9;9;9;8;2;1600000;4;1600000;0;0;0;2;1;1;903; ;19;2;1595011,691;0;3;0
2;8;0;0;8;8;8;8;11;2;1400000;2;1400000;1500000;3000000;0;3;1;1;2404;1;19;5;1395635,23;0;3;0
2;8;0;0;8;8;8;8;10;2;7000000;1;7000000;0;0;0;3;1;1;2404;1;19;16;6978176,15;0;3;0
4;8;0;6;8;8;8;8;6;2;2700000;1;2700000;0;0;0;2;1;1;606; ;19;1;2691582,229;0;3;0
5;9;0;0;9;9;9;9;0;6;1000000;4;1500000;0;0;0;2;1;1;901; ;19;14;1495323,461;0;3;0
5;5;0;0;8,3;8,3;5;5;1;2;800000;4;800000;0;0;0;3;1;1;706; ;19;1;803770,621;0;3;0
3;8;8;0;0;8;8;8;23;1;6000000;1;7500000;0;0;0;3;1;1;2403;14;19;2;7535349,568;0;3;0
9;3;0;0;0;3;0;0;2;6;400000;4;400000;0;0;0;2;1;1;306; ;19;1;401885,31;0;3;0
4;8;8;0;0;8;8;8;20;1;2800000;1;2980000;0;0;0;2;1;1;2404;1;19;5;2994045,562;0;3;0
1;8;8;0;5;8;8;8;20;2;4000000;3;4000000;0;0;0;3;1;1;2401;14;19;1;3987529,228;0;3;0
5;9;9;0;5;9;9;9;4;2;3500000;3;3500000;0;0;0;3;1;1;606; ;19;1;3489088,075;0;3;0
4;8;8;0;8;8;8;8;0;2;2700000;3;2700000;0;0;0;3;1;1;1003; ;19;16;2691582,229;0;3;0
3;8;8;0;0;8;8;8;1;1;2500000;1;2500000;0;0;0;2;1;1;2404;1;19;3;2492205,768;0;3;0
7;8;8;0;0;8;8;8;10;1;3300000;1;3300000;0;0;0;3;1;1;606; ;19;2;3289711,613;0;3;0
9;6;6;0;0;6;6;6;10;1;3000000;1;3000000;0;0;0;3;1;1;606; ;19;1;2990646,921;0;3;0
9;8;8;0;0;8;8;8;1;1;2750000;3;2750000;0;0;0;2;1;1;903; ;19;2;2741426,345;0;3;0
3;8;0;5;8;8;8;8;0;2;3000000;3;3000000;0;0;0;3;1;1;2002;7;19;2;2990646,921;0;3;0
9;8;0;8;8;8;8;8;0;2;1600000;4;1600000;0;0;0;2;1;1;903; ;19;14;1595011,691;0;3;0
5;17;7;0;17;7;0;17;2;1;4000000;1;4000000;0;0;0;2;1;1;2302;6;19;5;3987529,228;0;3;0
1;7;0;5;8;8;8;8;6;2;2800000;4;2800000;0;0;0;3;1;1;2401;14;19;14;2791270,46;0;3;0
5;8;0;5;8;8;8;8;5;2;3000000;3;4000000;0;0;0;3;1;1;903; ;19;2;3987529,228;0;3;0
5;8;0;8;8;8;8;8;10;2;3000000;4;3300000;1200000;0;0;2;1;1;903; ;19;1;3261746,522;0;3;0
9;8;0;5;8;8;8;8;1;6;1800000;4;2580000;0;0;0;2;1;1;409; ;19;14;2550092,736;0;3;0
7;9,3;9,3;9,3;0;6;9,3;9,3;7;2;2800000;1;2800000;0;0;0;1;1;1;306; ;19;2;2802190,923;0;3;0
7;9,3;9,3;9,3;0;5;9,3;9,3;2;2;2300000;1;2300000;0;0;0;3;1;1;903; ;19;2;2301799,687;0;3;0
7;9,3;9,3;9,3;0;5;9,3;9,3;2;2;2300000;1;2300000;0;0;0;3;1;1;903; ;19;2;2301799,687;0;3;0
5;10;10;10;0;8;10;10;35;2;2300000;1;2300000;0;0;0;1;1;1;306; ;19;2;2301799,687;0;3;0
1;8;8;8;0;8;8;8;10;2;4000000;1;5000000;0;0;0;3;1;1;606; ;19;1;5003912,363;0;3;0
4;0;0;0;0;0;0;0;0;2;2900000;1;3300000;0;0;0;3;1;1;901; ;19;18;3302582,16;0;3;0
5;12;12;12;0;12;12;12;12;2;2700000;1;4000000;0;0;0;2;1;1;902; ;19;14;4003129,89;0;3;0
5;10;10;10;5;10;10;10;14;2;2500000;4;2500000;0;0;0;3;1;1;2404;14;19;2;2501956,182;0;3;0
9;10;10;10;5;10;10;10;8;2;2500000;4;2500000;0;0;0;3;1;1;2404;14;19;3;2501956,182;0;3;0
5;8;8;8;0;8;8;8;8;2;2800000;4;3450000;0;0;0;2;1;1;903; ;19;2;3452699,531;0;3;0
5;8;8;8;0;8;8;8;7;2;2400000;4;2400000;0;0;0;3;1;1;903; ;19;2;2401877,934;0;3;0
3;5;5;0;0;5;5;5;5;2;2500000;3;2500000;0;0;0;3;1;1;2003;7;19;2;2501956,182;0;3;0
7;10;10;0;10;10;10;10;12;2;3000000;4;3000000;0;0;0;2;1;1;606; ;19;2;3002347,418;0;3;0
5;12;12;0;10;12;12;12;5;2;1500000;3;2700000;0;0;0;2;1;1;903; ;19;2;2702112,676;0;3;0
5;10;10;0;10;10;10;10;2;2;2550307;3;3350307;0;0;0;2;1;1;903; ;19;2;3352928,523;0;3;0
1;12;0;0;0;12;12;12;20;2;3000000;3;4200000;2000000;0;0;3;1;1;606; ;19;2;4203286,385;0;3;0
2;9;9;0;4;9;9;9;0;2;3000000;3;3000000;0;0;0;3;1;1;2404;1;19;5;3002347,418;0;3;0
5;10;0;10;10;10;10;10;16;2;2400000;1;2400000;0;0;0;3;1;1;306; ;19;15;2392517,537;0;3;0
2;8;0;0;8;8;8;8;5;2;6000000;3;6000000;0;0;0;3;1;1;2405;1;19;2;5981293,843;0;3;0
2;8;0;0;8;8;8;8;1;2;3000000;3;3000000;0;0;0;3;1;1;2405;14;19;18;2990646,921;0;3;0
1;10;0;0;10;10;10;10;3;2;4000000;1;5100000;0;0;0;3;1;1;2404;1;19;2;5084099,766;0;3;0
4;9,3;0;5;9,3;9,3;9,3;9,3;2;2;3500000;1;4540000;0;0;0;3;1;1;2404;1;19;5;4525845,674;0;3;0
1;8;7;0;0;8;7;7;2;1;12000000;1;12000000;0;0;0;3;1;1;2406;1;19;1;11962587,69;0;3;0
3;8;8;0;0;8;8;8;8;1;6000000;1;6000000;0;0;0;3;1;1;2406;1;19;2;5981293,843;0;3;0
4;11;11;11;0;0;11;11;0;2;2500000;3;2500000;0;0;0;2;1;1;903; ;19;1;2480605,12;0;3;0
1;9;9;9;0;6;9;9;5;2;7000000;1;7000000;0;0;0;3;1;1;2405;1;19;2;6945694,337;0;3;0
3;8;8;8;0;0;8;8;15;2;2800000;1;2800000;7000000;0;0;3;1;1;2403;14;19;2;2778277,735;0;3;0
1;6;6;6;0;0;6;6;6;2;7000000;2;7000000;0;0;0;2;1;1;2404;1;19;2;6945694,337;0;3;0
2;8;8;8;0;0;8;8;15;2;7000000;2;8800000;0;0;0;2;1;1;2403;14;19;2;8731730,023;0;3;0
9;8;0;0;8;8;8;8;4;1;1600000;2;1600000;0;0;0;3;1;1;606; ;19;2;1607541,241;0;3;0
3;8;0;8;8;8;8;8;7;2;8000000;4;8000000;0;0;0;3;1;1;606; ;19;2;8037706,206;0;3;0
3;8;0;8;8;8;8;8;7;2;2500000;4;2500000;0;0;0;3;1;1;2401;14;19;2;2511783,189;0;3;0
4;8;0;8;8;8;8;8;4;2;1500000;3;1500000;0;0;0;3;1;1;407; ;19;2;1507069,914;0;3;0
9;8;0;8;8;8;8;8;1;1;2500000;3;2500000;0;0;0;2;1;1;306; ;19;1;2501956,182;0;3;0
3;6;0;0;6;6;6;6;22;1;2300000;1;2300000;0;0;0;2;1;1;606; ;19;3;2301799,687;0;3;0
9;0;0;0;6;6;6;6;1;2;1500000;3;1500000;0;0;0;2;1;1;409; ;19;1;1501173,709;0;2;1
3;8;0;0;8;8;8;8;20;1;3500000;3;3500000;0;0;0;2;1;1;2405;1;19;2;3502738,654;0;3;0
3;8;0;0;8;8;8;8;8;2;2500000;1;2500000;0;0;0;2;1;1;2405;1;19;2;2501956,182;0;3;0
5;12;12;12;12;12;12;12;0;2;2500000;4;2500000;0;0;0;2;1;1;901; ;19;3;2501956,182;0;3;0
3;8;8;0;4;8;8;8;16;2;2439139;3;2439139;0;0;0;2;1;1;2403;14;19;1;2410864,591;0;3;0
5;0;0;12;12;12;12;12;10;1;4500000;1;4500000;0;0;0;3;1;1;2303;6;19;2;4447836,167;0;3;0
5;9;9;0;9;9;9;9;8;2;2650000;1;3150000;0;0;0;2;1;1;903; ;19;1;3113485,317;0;3;0
9;5;5;0;0;5;5;5;19;6;1500000;4;1900000;600000;0;0;2;1;1;409; ;19;6;1877975,27;0;3;0
9;6;6;0;6;6;6;6;24;1;2600000;1;4000000;0;0;0;2;1;1;306; ;19;1;3953632,148;0;3;0
9;6;6;0;0;6;6;6;25;6;1000000;4;1520000;0;0;0;2;1;1;306; ;19;1;1502380,216;0;3;0
9;8;8;0;6;8;8;8;0;2;2530000;3;2530000;0;0;0;2;1;1;2402;14;19;14;2500672,334;0;3;0
9;9;9;5;9;9;9;9;6;2;2000000;4;2000000;0;0;0;2;1;1;409; ;19;1;1976816,074;0;3;0
9;0;5;0;0;5;0;5;10;6;480000;4;480000;80000;0;0;2;1;1;306; ;19;2;474435,858;0;3;0
5;8;8;8;8;8;8;0;0;2;2439139;3;2439139;0;0;0;2;1;1;902; ;19;2;2410864,591;0;3;0
8;8;8;0;8;8;8;8;19;1;4100000;1;5100000;0;0;0;2;1;1;305; ;19;1;5040880,989;0;3;0
4;6;6;0;6;6;6;6;8;1;2600000;1;2600000;0;0;0;2;1;1;503; ;19;2;2569860,896;0;3;0
4;6;6;0;0;6;6;6;4;1;2900000;3;2900000;0;0;0;2;1;1;1203; ;19;2;2866383,308;0;3;0
4;9;9;0;0;9;9;9;17;2;2600000;3;2600000;0;0;0;3;1;1;2405;1;19;2;2569860,896;0;3;0
5;10;10;0;10;10;10;10;3;2;2550000;4;2550000;0;0;0;3;1;1;2402;14;19;2;2520440,495;0;3;0
4;4;4;0;0;4;4;4;2;2;1800000;4;1800000;0;0;0;3;1;1;2003;14;19;2;1779134,467;0;3;0
2;8;8;0;0;8;8;8;13;1;8000000;1;8000000;0;0;0;3;1;1;2405;1;19;2;8000000;0;3;0
3;10;10;0;0;10;10;10;1;2;2500000;2;2500000;0;0;0;3;1;1;606; ;19;2;2500000;0;3;0
1;9;9;0;0;9;9;9;11;2;7000000;1;7000000;0;0;0;3;1;1;2405;10;19;1;7000000;0;3;0
1;8;8;0;0;8;8;8;0;2;2250000;1;2250000;0;0;0;2;1;1;2403;14;19;1;2250000;0;3;0
4;9;9;0;0;9;9;9;1;2;2250000;3;2250000;0;0;0;3;1;1;2403;14;19;1;2250000;0;3;0
4;9;0;9;9;9;9;9;0;2;2500000;1;2500000;0;0;0;2;1;1;903; ;19;14;2500000;0;3;0
7;10;10;0;6;10;10;10;2;2;2500000;4;2500000;0;0;0;3;1;1;2404;1;19;2;2500000;0;3;0
3;6;6;0;0;6;6;6;6;2;3000000;4;3000000;0;0;0;3;1;1;2404;14;19;1;3000000;0;3;0
1;0;0;0;0;0;0;0;7;2;5000000;1;6000000;0;0;0;3;1;1;2404;14;19;2;6000000;0;3;0
4;9;9;9;0;0;9;9;15;2;3000000;1;5000000;0;0;0;3;1;1;2402;14;19;2;5047355,959;0;3;0
3;10;10;10;0;0;10;10;3;2;2320000;1;2320000;0;0;0;2;1;1;2404;1;19;5;2341973,165;0;3;0
7;10;10;10;0;5;10;10;6;2;3400000;1;3400000;0;0;0;3;1;1;2402;14;19;2;3432202,052;0;3;0
7;9;9;9;0;9;9;9;7;2;3800000;1;4280000;0;0;0;3;1;1;2002;7;19;2;4320536,701;0;3;0
5;10;10;10;0;6;10;10;0;2;2400000;1;2400000;0;0;0;3;1;1;903; ;19;1;2422730,86;0;3;0
5;7;0;7;7;7;7;7;20;2;2500000;4;2500000;0;0;0;3;1;1;606; ;19;16;2492205,768;0;3;0
2;6;9;0;3;0;8;8;16;1;18000000;1;18000000;3900000;0;0;3;1;1;2404;8;19;2;17943881,53;0;3;0
2;8;0;0;8;8;8;8;20;2;5000000;1;5120000;1000000;0;0;3;1;1;2405;1;19;3;5120000;0;3;0
2;10;0;0;10;10;10;10;25;2;9000000;1;9000000;4000000;0;0;3;1;1;2405;1;19;5;9000000;0;3;0
4;8;0;8;8;8;8;8;17;2;4300000;1;4300000;0;0;0;3;1;1;606; ;19;2;4300000;0;3;0
5;0;6;24;18;0;0;0;16;1;6800000;1;6800000;0;0;0;2;1;1;2302;6;19;2;6800000;0;3;0
5;8;8;8;8;8;0;8;3;2;2800000;1;2800000;0;0;0;3;1;1;1003; ;19;16;2800000;0;3;0
7;8;0;8;8;8;8;8;3;2;2400000;4;2400000;0;0;0;3;1;1;1003; ;19;16;2400000;0;3;0
3;8;8;0;0;8;8;8;18;2;7000000;1;7000000;0;0;0;3;1;1;2406;1;19;3;6978176,15;0;3;0
1;8;8;0;0;8;8;8;3;2;10000000;1;10000000;0;0;0;3;1;1;2406;1;19;2;9968823,071;0;3;0
9;6;0;4;6;6;6;6;0;2;800000;3;800000;0;0;0;3;1;1;2404;1;19;2;807576,953;0;3;0
4;8;0;0;8;8;8;8;24;2;2500000;3;2500000;0;0;0;3;1;1;606; ;19;2;2523677,979;0;3;0
3;6;0;0;6;6;6;6;2;1;2800000;1;2800000;0;0;0;2;1;1;2406;1;19;2;2778277,735;0;3;0
9;8,3;8,3;8,3;8,3;8,3;8,3;8,3;0;2;2600000;4;3350000;0;0;0;2;1;1;502; ;19;14;3324010,861;0;3;0
5;8;0;8;8;8;8;8;8;2;2000000;4;2000000;0;0;0;3;1;1;606; ;19;2;1984484,096;0;3;0
3;6;0;0;6;6;6;6;8;1;9500000;1;9500000;0;0;0;3;1;1;2406;1;19;5;9426299,457;0;3;0
1;8;8;0;0;8;8;8;2;1;6000000;1;6000000;0;0;0;3;1;1;2404;14;19;3;5930448,223;0;3;0
3;11;11;0;0;11;11;11;2;2;4000000;3;4000000;0;0;0;3;1;1;2404;1;19;5;3953632,148;0;3;0
5;5;0;5;8;5;5;5;20;2;4500000;4;4500000;0;0;0;2;1;1;606; ;19;2;4485970,382;0;3;0
5;12;0;0;12;12;12;12;8;2;2300000;1;3000000;2000000;0;0;2;1;1;2002;7;19;2;2990646,921;0;3;0
1;8;0;0;8;8;8;8;0;2;2800000;1;3300000;0;0;0;2;1;1;2103;5;19;3;3289711,613;0;3;0
3;9;0;0;9;9;9;9;22;2;9000000;1;9000000;0;0;0;3;1;1;2401;14;19;2;8971940,764;0;3;0
9;4;0;0;4;0;0;0;4;6;400000;4;560000;0;0;0;3;1;1;606; ;19;14;558254,092;0;3;0
3;5;0;0;5;5;5;5;23;2;7000000;1;7300000;0;0;0;2;1;1;2404;10;19;5;7277240,842;0;3;0
2;8;0;0;8;8;8;8;9;2;15000000;1;15000000;2000000;0;0;3;1;1;2405;1;19;16;14953234,61;0;3;0
5;8;0;0;8;8;8;8;32;2;1500000;4;2100000;1000000;0;0;3;1;1;604; ;19;2;2093452,845;0;3;0
5;8;0;8;8;8;8;8;0;2;2000000;4;2780000;800000;0;0;3;1;1;604; ;19;14;2771332,814;0;3;0
2;2;3;6;0;0;4;3;23;1;10500000;1;10500000;0;0;0;3;1;1;2405;9;19;5;10378284,39;0;3;0
1;8;8;8;0;0;8;8;0;1;3800000;1;3800000;0;0;0;3;1;1;1003; ;19;15;3755950,541;0;3;0
4;8;8;8;0;0;8;8;3;1;3000000;3;3000000;0;0;0;3;1;1;903; ;19;2;2965224,111;0;3;0
3;8;8;8;0;0;8;8;4;2;2700000;1;2700000;0;0;0;3;1;1;2404;1;19;2;2668701,7;0;2;1
8;12;12;12;12;12;12;12;0;2;4500000;4;4500000;1000000;0;0;2;1;1;903; ;19;15;4465089,216;0;3;0
9;8;0;8;8;8;8;8;1;2;2430000;1;2430000;0;0;0;2;1;1;903; ;19;15;2411148,177;0;3;0
5;12;0;8;12;12;12;12;0;2;1500000;4;1500000;0;0;0;3;1;1;2403;14;19;1;1488363,072;0;3;0
1;6;0;0;10;10;10;6;6;1;10000000;1;10000000;1000000;0;0;3;1;1;2404;10;19;5;9922420,481;0;3;0
9;13;13;0;13;13;13;13;1;2;2100000;3;2100000;0;0;0;3;1;1;2405;1;19;2;2100000;0;2;1
8;8;8;8;8;0;5;8;10;2;2550000;1;2550000;0;0;0;1;1;1;306; ;19;2;2550000;0;3;0
7;10;10;10;10;0;10;10;2;2;2000000;1;2000000;0;0;0;2;1;1;407; ;19;2;2000000;0;3;0
9;10;10;10;10;0;0;10;7;6;1800000;4;1800000;0;0;0;2;1;1;302; ;19;1;1800000;0;3;0
5;14;14;14;14;0;10;14;4;2;3500000;4;3500000;0;0;0;3;1;1;2406;1;19;2;3500000;0;3;0
3;8;0;0;8;8;8;8;6;2;3500000;1;3500000;0;0;0;3;1;1;2401;14;19;3;3459428,13;0;3;0
5;10;0;0;10;10;10;10;10;2;3000000;4;3000000;0;0;0;3;1;1;2401;14;19;15;2965224,111;0;3;0
8;8;0;0;8;8;8;8;20;2;2500000;1;2500000;0;0;0;3;1;1;503; ;19;1;2471020,093;0;3;0
4;8;0;8;8;8;8;8;5;2;5000000;4;5000000;0;0;0;3;1;1;903; ;19;15;4942040,185;0;3;0
3;8;0;6;8;8;8;8;2;2;2650000;1;2650000;0;0;0;3;1;1;2402;14;19;2;2619281,298;0;3;0
8;0;8;8;8;8;8;8;6;2;2500000;3;2500000;0;0;0;2;1;1;903; ;19;2;2463405,239;0;3;0
3;0;0;8;8;8;0;0;18;1;4000000;1;4360000;0;0;0;2;1;1;2404;1;19;5;4296178,737;0;3;0
3;0;9;9;9;9;0;0;3;2;5000000;3;5000000;0;0;0;3;1;1;2402;14;19;3;4926810,478;0;3;0
3;0;0;8;8;8;0;0;1;2;2000000;4;2000000;0;0;0;3;1;1;903; ;19;3;1970724,191;0;3;0
5;4;0;0;4;4;4;4;19;2;7000000;2;7000000;0;0;0;2;1;1;2405;1;19;1;6978176,15;0;3;0
2;8;0;0;8;8;8;8;10;2;4500000;1;4500000;0;0;0;2;1;1;2404;1;19;2;4485970,382;0;3;0
3;8;0;0;8;8;8;8;10;2;4500000;3;4500000;0;0;0;2;1;1;2405;1;19;2;4485970,382;0;3;0
3;8;0;8;8;8;8;8;10;2;3500000;1;3500000;0;0;0;3;1;1;606; ;19;16;3489088,075;0;3;0
2;8;0;5;8;8;8;8;5;2;3000000;3;3000000;0;0;0;3;1;1;2405;1;19;2;2990646,921;0;3;0
2;6;0;0;4;7;3;5;1;2;2500000;3;2500000;0;0;0;3;1;1;2103;5;19;2;2492205,768;0;3;0
4;6;6;0;6;6;6;6;3;2;2000000;1;2000000;0;0;0;3;1;1;2401;14;19;14;1993764,614;0;3;0
1;9;0;5;9;9;9;9;0;2;6000000;1;6000000;0;0;0;3;1;1;2405;1;19;2;5981293,843;0;3;0
3;18;18;18;0;0;18;18;10;1;5500000;1;5500000;0;0;0;3;1;1;2302;6;19;2;5500000;0;3;0
5;0;0;0;0;0;0;0;5;2;2200000;1;3020000;0;0;0;2;1;1;2003;7;19;14;3020000;0;3;0
3;9;9;0;0;9;9;9;0;2;5000000;3;5000000;0;0;0;3;1;1;2405;14;19;18;5000000;0;3;0
5;6;0;0;6;6;6;6;7;1;3600000;3;3600000;3000000;0;0;2;1;1;2404;1;19;2;3602816,901;0;3;0
9;6;0;0;6;6;6;6;0;1;2900000;3;3100000;0;0;0;3;1;1;2402;14;19;14;3102425,665;0;3;0
1;9;0;0;9;9;9;9;5;1;20000000;1;20000000;0;0;0;3;1;1;2405;9;19;2;20015649,45;0;3;0
1;9;0;0;9;9;9;9;5;2;16000000;1;16000000;0;0;0;3;1;1;2405;1;19;2;16012519,56;0;3;0
2;4;0;0;4;4;4;4;4;1;2500000;3;2500000;1600000;0;0;2;1;1;2103;2;19;2;2501956,182;0;3;0
2;8;0;0;8;8;8;8;10;1;3000000;1;3000000;0;0;0;3;1;1;2406;1;19;5;2990646,921;0;3;0
5;10;0;0;10;10;10;10;0;6;500000;4;740000;0;0;0;2;1;1;2404;14;19;18;737692,907;0;3;0
2;10;0;0;10;8;10;10;10;1;7900000;1;7900000;0;0;0;2;1;1;2405;1;19;1;7875370,226;0;3;0
5;6;4;0;8,3;8,3;8,3;8,3;15;2;3000000;1;3407000;0;0;0;3;1;1;903; ;19;2;3396378,02;0;3;0
